Unnamed: 0,u,d,l,r
"[-10.0, -1.0]",0.0,-0.0482905134605664,503.27404912705697,194.6450155673121
"[5.0, -1.0]",39.07552673000462,613.363858942219,537.9242953700295,483.2893378447592
"[-7.0, -3.0]",75.15392964201386,34.94901526028339,533.594091617735,296.1363858872012
"[6.0, -3.0]",0.0,0.0,286.466628196752,66.754061018454
"[5.0, -3.0]",0.5221381475417832,6.945547252308229,313.693828829888,90.75742720311172
"[4.0, -3.0]",4.935198273823499,6.506553065577497,503.2388585159771,287.8538652612674
"[-9.0, -1.0]",0.0,0.011292020352392,710.6500824471321,374.2563438521813
"[6.0, -1.0]",52.99938711443596,568.9818642233222,478.23555850171095,420.56847144882823
"[-8.0, -1.0]",1.0830505776391584,4.100049106881442,886.825082561618,783.123199752239
"[7.0, -1.0]",64.20740727427749,565.075755648681,480.20144465536185,384.1577642345429
"[-6.0, -3.0]",125.16245290275364,54.56187853705549,614.3663339226815,306.51774486195905
"[3.0, -3.0]",0.0,10.06398817996029,705.382452847329,639.1318456336223
"[-7.0, -1.0]",0.0,3.61128116456305,988.5280974142253,987.319003485406
"[8.0, -1.0]",26.60926079718116,542.5089404471454,435.3108127019446,360.7855927227374
"[10.0, -1.0]",14.908854043367272,463.4170147645215,375.62049255115903,305.2023569838235
"[-5.0, -3.0]",118.24618610627594,56.062854907346576,599.5185384348489,133.074816697769
"[-4.0, -3.0]",105.4451658787958,73.5835051744923,609.9815907038685,115.52140346821982
"[9.0, -1.0]",20.781590993703947,500.5064757618907,415.1654237796592,304.3311601580154
"[-2.0, -3.0]",14.71126963729038,46.35359023435867,440.13499689827347,191.62767958249796
"[-1.0, -3.0]",2.9667909819913603,20.14746667265309,453.23056774374686,210.16883889246876
"[-0.0, -3.0]",5.42914941347535,8.74800234151077,487.8636675939579,150.64082219148966
"[0.0, -3.0]",0.0,0.0,574.0266401973813,299.66786527320653
"[7.0, -3.0]",3.3968043423763006,0.0,239.47001639962897,71.64644439698763
"[8.0, -3.0]",0.0,10.410381970273862,202.20895131242892,57.18680666786207
"[9.0, -3.0]",2.824115585021729,0.0,186.8680137447107,76.88759363931908
"[10.0, -3.0]",0.0,5.891134115227614,190.10768506196035,45.18921840273516
"[-6.0, -1.0]",2.538378350981725,0.3157913082851419,1062.431274373091,1064.6507682623562
"[-5.0, -1.0]",17.858101507501868,0.0,1026.0282174682961,1019.7351713265504
"[11.0, -3.0]",0.0,0.0,140.04779086708353,19.54149370031245
"[12.0, -3.0]",0.0,0.0,132.32106755400173,22.45314742272724
"[13.0, -3.0]",0.0,0.0,63.2816367966572,15.070855890175809
"[-4.0, -1.0]",106.87963015136496,24.49923544017039,726.4580223356794,646.5285340019842
"[-3.0, -1.0]",356.14564015252165,47.28533899719292,558.9648194546354,451.2433987617452
"[1.0, -3.0]",3.339607776637351,6.550463301627911,717.5036229094829,541.5876714928509
"[14.0, -3.0]",0.0,0.0,77.1618756015554,14.464101650881222
"[-2.0, -1.0]",397.771389111164,220.3830428927973,443.8691479088704,424.01170613260524
"[15.0, -3.0]",0.0,0.0,41.129377156270166,7.78932292166128
"[-1.0, -1.0]",286.5326225226012,264.6551471297698,364.2047597190724,406.04928124026753
"[-2.0, -4.0]",7.040884116935648,30.05434907084506,376.03905012681463,93.98199957790382
"[14.0, -4.0]",0.0,0.0,37.230757071125524,6.99108849878991
"[-3.0, -2.0]",44.973002533323175,26.013875610355285,567.162050298303,314.2173489976422
"[4.0, -2.0]",18.13439095537552,33.98580152978917,626.5985900360602,574.4157182487056
"[-4.0, -5.0]",82.97645134712731,18.16842141522091,189.00986850920216,59.35556852228807
"[13.0, -5.0]",0.0,0.0,42.89570616069648,3.8803375657860775
"[-3.0, -3.0]",41.21517938164505,86.09655130200976,488.1031753687736,110.27852077561926
"[-5.0, -5.0]",156.93881852507735,12.211054075925986,71.89884918407746,22.233183651166065
"[11.0, -5.0]",0.0,0.0,72.47180143786449,8.39797974747142
"[-6.0, -6.0]",119.24612570270646,6.39572381597957,5.471614113592125,0.0695812314975449
"[10.0, -6.0]",0.0,0.0,44.479414890016955,6.305396709502589
"[-3.0, -4.0]",38.4156726187942,76.68750589230193,377.6920948374861,55.323682111206885
"[-7.0, -6.0]",64.11920148242001,-0.1431662045952149,-0.32792571434706097,3.0004724069021096
"[9.0, -6.0]",0.0,0.0,55.172591498531546,2.59686785731229
"[-8.0, -7.0]",61.5780808078836,-0.2863709338511017,3.812425509132401,-0.1670924411225305
"[9.0, -7.0]",0.0,0.0,43.39851390393697,0.2835966614844705
"[-3.0, -5.0]",6.195337662030014,28.457411451447864,243.73482838384678,45.919951043847576
